idx;util;clip;label;overlap_ratio;concepts;id;movie;srt_name;video_name;graph_number
1540;1;tt1454029scene-143.ss-1206.es-1213;Not Sure;1.00;['Voice', ' Clothes', ' Speech'];tt1454029-143;tt1454029;scene-143.ss-1206.es-1213.srt;tt1454029_scene_143.mp4;142
1541;1;tt1454029scene-144.ss-1214.es-1240;Not Sure;1.00;['Voice', ' Clothes', ' Speech'];tt1454029-144;tt1454029;scene-144.ss-1214.es-1240.srt;tt1454029_scene_144.mp4;143
1542;1;tt1454029scene-145.ss-1241.es-1249;Not Sure;0.88;['Voice', ' Clothes', ' Speech'];tt1454029-145;tt1454029;scene-145.ss-1241.es-1249.srt;tt1454029_scene_145.mp4;144
1543;1;tt1454029scene-146.ss-1250.es-1255;Hard Neg;0.85;['Clothes', ' Activities'];tt1454029-146;tt1454029;scene-146.ss-1250.es-1255.srt;tt1454029_scene_146.mp4;145
1544;1;tt1454029scene-147.ss-1256.es-1258;Hard Neg;0.93;['Speech'];tt1454029-147;tt1454029;scene-147.ss-1256.es-1258.srt;tt1454029_scene_147.mp4;146
1545;1;tt1454029scene-148.ss-1259.es-1263;Hard Neg;0.23;['Exp of  emotion'];tt1454029-148;tt1454029;scene-148.ss-1259.es-1263.srt;tt1454029_scene_148.mp4;147
1546;1;tt1454029scene-149.ss-1264.es-1272;Not Sure;0.34;['Type of plan', ' Appearance', ' Posture'];tt1454029-149;tt1454029;scene-149.ss-1264.es-1272.srt;tt1454029_scene_149.mp4;148
1547;1;tt1454029scene-150.ss-1273.es-1280;Not Sure;0.66;['Clothes', ' Posture'];tt1454029-150;tt1454029;scene-150.ss-1273.es-1280.srt;tt1454029_scene_150.mp4;149
1548;1;tt1454029scene-151.ss-1281.es-1288;Not Sure;0.90;['Activities'];tt1454029-151;tt1454029;scene-151.ss-1281.es-1288.srt;tt1454029_scene_151.mp4;150
1549;1;tt1454029scene-152.ss-1289.es-1296;Not Sure;0.35;['Type of plan', ' Speech'];tt1454029-152;tt1454029;scene-152.ss-1289.es-1296.srt;tt1454029_scene_152.mp4;151
1550;1;tt1454029scene-153.ss-1297.es-1320;Not Sure;1.00;['Type of plan', ' Speech'];tt1454029-153;tt1454029;scene-153.ss-1297.es-1320.srt;tt1454029_scene_153.mp4;152
1551;1;tt1454029scene-154.ss-1321.es-1326;Not Sure;0.28;['Type of plan', ' Speech'];tt1454029-154;tt1454029;scene-154.ss-1321.es-1326.srt;tt1454029_scene_154.mp4;153
1552;1;tt1454029scene-155.ss-1327.es-1332;Hard Neg;1.00;['Exp of  emotion'];tt1454029-155;tt1454029;scene-155.ss-1327.es-1332.srt;tt1454029_scene_155.mp4;154
1553;1;tt1454029scene-156.ss-1333.es-1344;Hard Neg;1.00;['Exp of  emotion'];tt1454029-156;tt1454029;scene-156.ss-1333.es-1344.srt;tt1454029_scene_156.mp4;155
1554;1;tt1454029scene-157.ss-1345.es-1349;Hard Neg;0.20;['Activities'];tt1454029-157;tt1454029;scene-157.ss-1345.es-1349.srt;tt1454029_scene_157.mp4;156
1555;1;tt1454029scene-158.ss-1350.es-1352;Hard Neg;1.00;['Activities'];tt1454029-158;tt1454029;scene-158.ss-1350.es-1352.srt;tt1454029_scene_158.mp4;-1
1556;1;tt1454029scene-159.ss-1353.es-1357;Hard Neg;1.00;['Activities'];tt1454029-159;tt1454029;scene-159.ss-1353.es-1357.srt;tt1454029_scene_159.mp4;158
1557;1;tt1454029scene-160.ss-1358.es-1364;Hard Neg;1.00;['Activities'];tt1454029-160;tt1454029;scene-160.ss-1358.es-1364.srt;tt1454029_scene_160.mp4;159
1558;1;tt1454029scene-161.ss-1365.es-1368;Hard Neg;1.00;['Activities'];tt1454029-161;tt1454029;scene-161.ss-1365.es-1368.srt;tt1454029_scene_161.mp4;160
1559;1;tt1454029scene-162.ss-1369.es-1386;Not Sure;0.88;['Posture', ' Speech'];tt1454029-162;tt1454029;scene-162.ss-1369.es-1386.srt;tt1454029_scene_162.mp4;161
1560;1;tt1454029scene-163.ss-1387.es-1387;Not Sure;0.57;['Posture', ' Speech'];tt1454029-163;tt1454029;scene-163.ss-1387.es-1387.srt;tt1454029_scene_163.mp4;162
1561;1;tt1454029scene-164.ss-1388.es-1388;Not Sure;1.00;['Voice', ' Exp of  emotion'];tt1454029-164;tt1454029;scene-164.ss-1388.es-1388.srt;tt1454029_scene_164.mp4;163
1562;1;tt1454029scene-165.ss-1389.es-1389;Not Sure;1.00;['Voice', ' Exp of  emotion'];tt1454029-165;tt1454029;scene-165.ss-1389.es-1389.srt;tt1454029_scene_165.mp4;164
1563;1;tt1454029scene-166.ss-1390.es-1390;Not Sure;1.00;['Voice', ' Exp of  emotion'];tt1454029-166;tt1454029;scene-166.ss-1390.es-1390.srt;tt1454029_scene_166.mp4;165
1564;1;tt1454029scene-167.ss-1391.es-1392;Not Sure;1.00;['Voice', ' Exp of  emotion'];tt1454029-167;tt1454029;scene-167.ss-1391.es-1392.srt;tt1454029_scene_167.mp4;166
1565;1;tt1454029scene-168.ss-1393.es-1401;Not Sure;0.36;['Speech', ' Exp of  emotion'];tt1454029-168;tt1454029;scene-168.ss-1393.es-1401.srt;tt1454029_scene_168.mp4;167
1566;1;tt1454029scene-169.ss-1402.es-1407;Not Sure;1.00;['Speech', ' Exp of  emotion'];tt1454029-169;tt1454029;scene-169.ss-1402.es-1407.srt;tt1454029_scene_169.mp4;168
1567;1;tt1454029scene-170.ss-1408.es-1413;Not Sure;0.26;['Speech', ' Exp of  emotion'];tt1454029-170;tt1454029;scene-170.ss-1408.es-1413.srt;tt1454029_scene_170.mp4;169
1568;1;tt1454029scene-171.ss-1414.es-1415;Not Sure;1.00;['Speech', ' Exp of  emotion'];tt1454029-171;tt1454029;scene-171.ss-1414.es-1415.srt;tt1454029_scene_171.mp4;170
1569;1;tt1454029scene-172.ss-1416.es-1438;Not Sure;1.00;['Speech', ' Exp of  emotion'];tt1454029-172;tt1454029;scene-172.ss-1416.es-1438.srt;tt1454029_scene_172.mp4;171
1570;1;tt1454029scene-173.ss-1439.es-1452;Not Sure;1.00;['Speech', ' Exp of  emotion'];tt1454029-173;tt1454029;scene-173.ss-1439.es-1452.srt;tt1454029_scene_173.mp4;172
1571;1;tt1454029scene-174.ss-1453.es-1465;Hard Neg;0.96;['Speech'];tt1454029-174;tt1454029;scene-174.ss-1453.es-1465.srt;tt1454029_scene_174.mp4;173
1572;1;tt1454029scene-175.ss-1466.es-1477;Hard Neg;0.92;['Activities'];tt1454029-175;tt1454029;scene-175.ss-1466.es-1477.srt;tt1454029_scene_175.mp4;174
1573;1;tt1454029scene-176.ss-1478.es-1486;Not Sure;0.46;['Body', ' Clothes', ' Posture'];tt1454029-176;tt1454029;scene-176.ss-1478.es-1486.srt;tt1454029_scene_176.mp4;175
1574;1;tt1454029scene-177.ss-1487.es-1511;Hard Neg;0.47;['Type of plan', ' Body', ' Posture'];tt1454029-177;tt1454029;scene-177.ss-1487.es-1511.srt;tt1454029_scene_177.mp4;176
1575;1;tt1454029scene-178.ss-1512.es-1529;Easy Neg;1.00;[''];tt1454029-178;tt1454029;scene-178.ss-1512.es-1529.srt;tt1454029_scene_178.mp4;177
1576;1;tt1454029scene-179.ss-1530.es-1547;Not Sure;0.91;['Activities'];tt1454029-179;tt1454029;scene-179.ss-1530.es-1547.srt;tt1454029_scene_179.mp4;178
1577;1;tt1454029scene-180.ss-1548.es-1560;Hard Neg;1.00;['Activities'];tt1454029-180;tt1454029;scene-180.ss-1548.es-1560.srt;tt1454029_scene_180.mp4;179
1578;1;tt1454029scene-181.ss-1561.es-1563;Hard Neg;1.00;['Activities'];tt1454029-181;tt1454029;scene-181.ss-1561.es-1563.srt;tt1454029_scene_181.mp4;180
1579;1;tt1454029scene-182.ss-1564.es-1589;Easy Neg;0.88;[''];tt1454029-182;tt1454029;scene-182.ss-1564.es-1589.srt;tt1454029_scene_182.mp4;181
1580;0;tt1570728scene-001.ss-0001.es-0009;Sure;0.61;['Type of plan', ' Clothes', ' Activities'];tt1570728-001;tt1570728;scene-001.ss-0001.es-0009.srt;tt1570728_scene_1.mp4;0
1581;1;tt1570728scene-002.ss-0010.es-0018;Not Sure;0.25;['Body', ' Appearance', ' Activities'];tt1570728-002;tt1570728;scene-002.ss-0010.es-0018.srt;tt1570728_scene_2.mkv;1
1582;1;tt1570728scene-003.ss-0019.es-0021;Not Sure;0.33;['Appearance', ' Activities'];tt1570728-003;tt1570728;scene-003.ss-0019.es-0021.srt;tt1570728_scene_3.mkv;2
1583;1;tt1570728scene-004.ss-0022.es-0026;Not Sure;1.00;['Appearance', ' Activities'];tt1570728-004;tt1570728;scene-004.ss-0022.es-0026.srt;tt1570728_scene_4.mkv;3
1584;1;tt1570728scene-005.ss-0027.es-0032;Hard Neg;1.00;['Speech'];tt1570728-005;tt1570728;scene-005.ss-0027.es-0032.srt;tt1570728_scene_5.mkv;4
1585;1;tt1570728scene-006.ss-0033.es-0037;Hard Neg;1.00;['Activities'];tt1570728-006;tt1570728;scene-006.ss-0033.es-0037.srt;tt1570728_scene_6.mkv;5
1586;0;tt1570728scene-007.ss-0038.es-0039;Hard Neg;0.94;['Speech', ' Activities'];tt1570728-007;tt1570728;scene-007.ss-0038.es-0039.srt;tt1570728_scene_7.mp4;6
1587;1;tt1570728scene-008.ss-0040.es-0050;Hard Neg;1.00;['Speech', ' Activities'];tt1570728-008;tt1570728;scene-008.ss-0040.es-0050.srt;tt1570728_scene_8.mkv;7
1588;1;tt1570728scene-009.ss-0051.es-0060;Not Sure;0.97;['Appearance', ' Speech'];tt1570728-009;tt1570728;scene-009.ss-0051.es-0060.srt;tt1570728_scene_9.mkv;8
1589;1;tt1570728scene-010.ss-0061.es-0081;Easy Neg;0.82;[''];tt1570728-010;tt1570728;scene-010.ss-0061.es-0081.srt;tt1570728_scene_10.mkv;9
1590;1;tt1570728scene-011.ss-0082.es-0095;Sure;0.93;['Appearance', ' Clothes', ' Speech', ' Look'];tt1570728-011;tt1570728;scene-011.ss-0082.es-0095.srt;tt1570728_scene_11.mkv;10
1591;1;tt1570728scene-012.ss-0096.es-0101;Sure;0.96;['Type of plan'];tt1570728-012;tt1570728;scene-012.ss-0096.es-0101.srt;tt1570728_scene_12.mkv;11
1592;1;tt1570728scene-013.ss-0102.es-0150;Sure;0.95;['Posture', ' Speech', ' Activities'];tt1570728-013;tt1570728;scene-013.ss-0102.es-0150.srt;tt1570728_scene_13.mkv;12
1593;1;tt1570728scene-014.ss-0151.es-0174;Not Sure;0.96;['Speech'];tt1570728-014;tt1570728;scene-014.ss-0151.es-0174.srt;tt1570728_scene_14.mkv;13
1594;0;tt1570728scene-015.ss-0175.es-0177;Sure;1.00;['Body', ' Voice', ' Clothes', ' Speech'];tt1570728-015;tt1570728;scene-015.ss-0175.es-0177.srt;tt1570728_scene_15.mp4;14
1595;1;tt1570728scene-016.ss-0178.es-0186;Sure;1.00;['Body', ' Voice', ' Clothes', ' Speech'];tt1570728-016;tt1570728;scene-016.ss-0178.es-0186.srt;tt1570728_scene_16.mkv;15
1596;1;tt1570728scene-017.ss-0187.es-0194;Easy Neg;0.96;[''];tt1570728-017;tt1570728;scene-017.ss-0187.es-0194.srt;tt1570728_scene_17.mkv;16
1597;1;tt1570728scene-018.ss-0195.es-0211;Easy Neg;1.00;[''];tt1570728-018;tt1570728;scene-018.ss-0195.es-0211.srt;tt1570728_scene_18.mkv;17
1598;0;tt1570728scene-019.ss-0212.es-0212;Easy Neg;1.00;[''];tt1570728-019;tt1570728;scene-019.ss-0212.es-0212.srt;;19
1599;1;tt1570728scene-020.ss-0213.es-0229;Sure;0.86;['Voice', ' Exp of  emotion'];tt1570728-020;tt1570728;scene-020.ss-0213.es-0229.srt;tt1570728_scene_20.mkv;-1
1600;1;tt1570728scene-021.ss-0230.es-0238;Hard Neg;0.99;['Speech'];tt1570728-021;tt1570728;scene-021.ss-0230.es-0238.srt;tt1570728_scene_21.mkv;20
1601;1;tt1570728scene-022.ss-0239.es-0242;Hard Neg;1.00;['Speech'];tt1570728-022;tt1570728;scene-022.ss-0239.es-0242.srt;tt1570728_scene_22.mkv;21
1602;1;tt1570728scene-023.ss-0243.es-0249;Hard Neg;1.00;['Speech'];tt1570728-023;tt1570728;scene-023.ss-0243.es-0249.srt;tt1570728_scene_23.mkv;22
1603;1;tt1570728scene-024.ss-0250.es-0256;Not Sure;0.81;['Type of plan', ' Look'];tt1570728-024;tt1570728;scene-024.ss-0250.es-0256.srt;tt1570728_scene_24.mkv;23
1604;1;tt1570728scene-025.ss-0257.es-0266;Not Sure;1.00;['Posture', ' Speech', ' Activities'];tt1570728-025;tt1570728;scene-025.ss-0257.es-0266.srt;tt1570728_scene_25.mkv;24
1605;1;tt1570728scene-026.ss-0267.es-0312;Not Sure;1.00;['Posture', ' Speech', ' Activities'];tt1570728-026;tt1570728;scene-026.ss-0267.es-0312.srt;tt1570728_scene_26.mkv;25
1606;1;tt1570728scene-027.ss-0313.es-0341;Sure;0.51;['Voice', ' Appearance', ' Look', ' Exp of  emotion'];tt1570728-027;tt1570728;scene-027.ss-0313.es-0341.srt;tt1570728_scene_27.mkv;26
1607;1;tt1570728scene-028.ss-0342.es-0346;Hard Neg;0.98;['Speech'];tt1570728-028;tt1570728;scene-028.ss-0342.es-0346.srt;tt1570728_scene_28.mkv;27
1608;0;tt1570728scene-029.ss-0347.es-0347;Hard Neg;0.33;['Speech'];tt1570728-029;tt1570728;scene-029.ss-0347.es-0347.srt;tt1570728_scene_29.mp4;28
1609;1;tt1570728scene-030.ss-0348.es-0361;Easy Neg;1.00;[''];tt1570728-030;tt1570728;scene-030.ss-0348.es-0361.srt;tt1570728_scene_30.mkv;29
1610;1;tt1570728scene-031.ss-0362.es-0378;Not Sure;0.35;['Voice', ' Speech', ' Exp of  emotion'];tt1570728-031;tt1570728;scene-031.ss-0362.es-0378.srt;tt1570728_scene_31.mkv;30
1611;1;tt1570728scene-032.ss-0379.es-0381;Hard Neg;1.00;['Voice', ' Speech'];tt1570728-032;tt1570728;scene-032.ss-0379.es-0381.srt;tt1570728_scene_32.mkv;31
1612;1;tt1570728scene-033.ss-0382.es-0408;Hard Neg;0.34;['Type of plan'];tt1570728-033;tt1570728;scene-033.ss-0382.es-0408.srt;tt1570728_scene_33.mkv;32
1613;1;tt1570728scene-034.ss-0409.es-0417;Hard Neg;1.00;['Type of plan', ' Posture'];tt1570728-034;tt1570728;scene-034.ss-0409.es-0417.srt;tt1570728_scene_34.mkv;33
1614;1;tt1570728scene-035.ss-0418.es-0444;Hard Neg;0.48;['Speech'];tt1570728-035;tt1570728;scene-035.ss-0418.es-0444.srt;tt1570728_scene_35.mkv;34
1615;1;tt1570728scene-036.ss-0445.es-0454;Sure;0.32;['Speech'];tt1570728-036;tt1570728;scene-036.ss-0445.es-0454.srt;tt1570728_scene_36.mkv;35
1616;1;tt1570728scene-037.ss-0455.es-0456;Sure;0.79;['Voice', ' Clothes', ' Speech', ' Activities'];tt1570728-037;tt1570728;scene-037.ss-0455.es-0456.srt;tt1570728_scene_37.mkv;36
1617;1;tt1570728scene-038.ss-0457.es-0469;Sure;1.00;['Voice', ' Clothes', ' Speech', ' Activities'];tt1570728-038;tt1570728;scene-038.ss-0457.es-0469.srt;tt1570728_scene_38.mkv;37
1618;1;tt1570728scene-039.ss-0470.es-0483;Not Sure;1.00;['Speech'];tt1570728-039;tt1570728;scene-039.ss-0470.es-0483.srt;tt1570728_scene_39.mkv;38
1619;1;tt1570728scene-040.ss-0484.es-0501;Sure;0.51;['Clothes', ' Speech', ' Activities', ' Look', ' Soundtrack'];tt1570728-040;tt1570728;scene-040.ss-0484.es-0501.srt;tt1570728_scene_40.mkv;39
1620;1;tt1570728scene-041.ss-0502.es-0507;Sure;1.00;['Voice', ' Appearance', ' Clothes', ' Speech', ' Activities'];tt1570728-041;tt1570728;scene-041.ss-0502.es-0507.srt;tt1570728_scene_41.mkv;40
1621;1;tt1570728scene-042.ss-0508.es-0512;Sure;1.00;['Voice', ' Appearance', ' Clothes', ' Speech', ' Activities'];tt1570728-042;tt1570728;scene-042.ss-0508.es-0512.srt;tt1570728_scene_42.mkv;41
1622;1;tt1570728scene-043.ss-0513.es-0520;Sure;0.48;['Voice', ' Appearance', ' Clothes', ' Speech', ' Activities'];tt1570728-043;tt1570728;scene-043.ss-0513.es-0520.srt;tt1570728_scene_43.mkv;42
1623;1;tt1570728scene-044.ss-0521.es-0531;Sure;0.25;['Type of plan', ' Body', ' Appearance', ' Clothes', ' Look'];tt1570728-044;tt1570728;scene-044.ss-0521.es-0531.srt;tt1570728_scene_44.mkv;43
1624;1;tt1570728scene-045.ss-0532.es-0548;Hard Neg;0.49;['Speech'];tt1570728-045;tt1570728;scene-045.ss-0532.es-0548.srt;tt1570728_scene_45.mkv;44
1625;0;tt1570728scene-046.ss-0549.es-0549;Not Sure;0.91;['Appearance', ' Activities', ' Exp of  emotion'];tt1570728-046;tt1570728;scene-046.ss-0549.es-0549.srt;tt1570728_scene_46.mp4;46
1626;1;tt1570728scene-047.ss-0550.es-0556;Not Sure;1.00;['Appearance', ' Activities', ' Exp of  emotion'];tt1570728-047;tt1570728;scene-047.ss-0550.es-0556.srt;tt1570728_scene_47.mkv;-1
1627;1;tt1570728scene-048.ss-0557.es-0559;Hard Neg;0.34;['Speech'];tt1570728-048;tt1570728;scene-048.ss-0557.es-0559.srt;tt1570728_scene_48.mkv;47
1628;1;tt1570728scene-049.ss-0560.es-0560;Hard Neg;0.40;['Type of plan', ' Clothes'];tt1570728-049;tt1570728;scene-049.ss-0560.es-0560.srt;tt1570728_scene_49.mkv;48
1629;1;tt1570728scene-050.ss-0561.es-0590;Hard Neg;0.97;['Speech'];tt1570728-050;tt1570728;scene-050.ss-0561.es-0590.srt;tt1570728_scene_50.mkv;49
1630;1;tt1570728scene-051.ss-0591.es-0619;Hard Neg;0.85;['Speech'];tt1570728-051;tt1570728;scene-051.ss-0591.es-0619.srt;tt1570728_scene_51.mkv;50
1631;1;tt1570728scene-052.ss-0620.es-0634;Sure;0.92;['Body', ' Speech'];tt1570728-052;tt1570728;scene-052.ss-0620.es-0634.srt;tt1570728_scene_52.mkv;51
1632;1;tt1570728scene-053.ss-0635.es-0676;Sure;0.33;['Clothes', ' Speech'];tt1570728-053;tt1570728;scene-053.ss-0635.es-0676.srt;tt1570728_scene_53.mkv;52
1633;1;tt1570728scene-054.ss-0677.es-0721;Sure;1.00;['Clothes', ' Speech'];tt1570728-054;tt1570728;scene-054.ss-0677.es-0721.srt;;53
1634;1;tt1570728scene-055.ss-0722.es-0737;Sure;1.00;['Clothes', ' Speech'];tt1570728-055;tt1570728;scene-055.ss-0722.es-0737.srt;tt1570728_scene_55.mkv;54
1635;1;tt1570728scene-056.ss-0738.es-0761;Sure;0.68;['Type of plan', ' Body', ' Clothes', ' Speech'];tt1570728-056;tt1570728;scene-056.ss-0738.es-0761.srt;tt1570728_scene_56.mkv;55
1636;1;tt1570728scene-057.ss-0762.es-0764;Sure;1.00;['Type of plan', ' Body', ' Clothes', ' Speech'];tt1570728-057;tt1570728;scene-057.ss-0762.es-0764.srt;tt1570728_scene_57.mkv;56
1637;1;tt1570728scene-058.ss-0765.es-0768;Sure;0.94;['Clothes', ' Speech'];tt1570728-058;tt1570728;scene-058.ss-0765.es-0768.srt;tt1570728_scene_58.mkv;57
1638;1;tt1570728scene-059.ss-0769.es-0777;Hard Neg;1.00;['Speech'];tt1570728-059;tt1570728;scene-059.ss-0769.es-0777.srt;tt1570728_scene_59.mkv;58
1639;1;tt1570728scene-060.ss-0778.es-0788;Hard Neg;1.00;['Speech'];tt1570728-060;tt1570728;scene-060.ss-0778.es-0788.srt;tt1570728_scene_60.mkv;59
1640;1;tt1570728scene-061.ss-0789.es-0795;Hard Neg;0.91;['Speech'];tt1570728-061;tt1570728;scene-061.ss-0789.es-0795.srt;tt1570728_scene_61.mkv;60
1641;1;tt1570728scene-062.ss-0796.es-0829;Sure;0.27;['Voice', ' Posture', ' Exp of  emotion'];tt1570728-062;tt1570728;scene-062.ss-0796.es-0829.srt;tt1570728_scene_62.mkv;61
1642;1;tt1570728scene-063.ss-0830.es-0846;Hard Neg;0.30;['Body', ' Speech', ' Activities'];tt1570728-063;tt1570728;scene-063.ss-0830.es-0846.srt;tt1570728_scene_63.mkv;62
1643;1;tt1570728scene-064.ss-0847.es-0857;Sure;1.00;['Type of plan'];tt1570728-064;tt1570728;scene-064.ss-0847.es-0857.srt;;63
1644;1;tt1570728scene-065.ss-0858.es-0864;Sure;0.86;['Type of plan'];tt1570728-065;tt1570728;scene-065.ss-0858.es-0864.srt;tt1570728_scene_65.mkv;64
1645;1;tt1570728scene-066.ss-0865.es-0876;Sure;0.30;['Type of plan'];tt1570728-066;tt1570728;scene-066.ss-0865.es-0876.srt;tt1570728_scene_66.mkv;65
1646;1;tt1570728scene-067.ss-0877.es-0903;Hard Neg;0.99;['Speech'];tt1570728-067;tt1570728;scene-067.ss-0877.es-0903.srt;tt1570728_scene_67.mkv;66
1647;0;tt1570728scene-068.ss-0904.es-0906;Hard Neg;1.00;['Speech'];tt1570728-068;tt1570728;scene-068.ss-0904.es-0906.srt;tt1570728_scene_68.mp4;67
1648;1;tt1570728scene-069.ss-0907.es-0944;Hard Neg;1.00;['Exp of  emotion'];tt1570728-069;tt1570728;scene-069.ss-0907.es-0944.srt;tt1570728_scene_69.mkv;68
1649;1;tt1570728scene-070.ss-0945.es-0954;Not Sure;0.95;['Type of plan', ' Activities', ' Exp of  emotion'];tt1570728-070;tt1570728;scene-070.ss-0945.es-0954.srt;tt1570728_scene_70.mkv;69
1650;1;tt1570728scene-071.ss-0955.es-0978;Sure;0.89;['Voice', ' Posture', ' Speech', ' Activities', ' Exp of  emotion'];tt1570728-071;tt1570728;scene-071.ss-0955.es-0978.srt;tt1570728_scene_71.mkv;70
1651;1;tt1570728scene-072.ss-0979.es-0999;Hard Neg;0.94;['Speech', ' Exp of  emotion'];tt1570728-072;tt1570728;scene-072.ss-0979.es-0999.srt;tt1570728_scene_72.mkv;71
1652;0;tt1570728scene-073.ss-1000.es-1004;Easy Neg;1.00;[''];tt1570728-073;tt1570728;scene-073.ss-1000.es-1004.srt;tt1570728_scene_73.mp4;72
1653;1;tt1570728scene-074.ss-1005.es-1041;Sure;0.69;['Speech', ' Exp of  emotion'];tt1570728-074;tt1570728;scene-074.ss-1005.es-1041.srt;tt1570728_scene_74.mkv;73
1654;0;tt1570728scene-075.ss-1042.es-1042;Hard Neg;0.54;['Speech'];tt1570728-075;tt1570728;scene-075.ss-1042.es-1042.srt;tt1570728_scene_75.mp4;74
1655;1;tt1570728scene-076.ss-1043.es-1060;Not Sure;0.92;['Activities'];tt1570728-076;tt1570728;scene-076.ss-1043.es-1060.srt;tt1570728_scene_76.mkv;75
1656;0;tt1570728scene-077.ss-1061.es-1068;Sure;0.75;['Speech', ' Look'];tt1570728-077;tt1570728;scene-077.ss-1061.es-1068.srt;tt1570728_scene_77.mp4;76
1657;1;tt1570728scene-078.ss-1069.es-1103;Sure;1.00;['Speech', ' Look'];tt1570728-078;tt1570728;scene-078.ss-1069.es-1103.srt;tt1570728_scene_78.mkv;77
1658;1;tt1570728scene-079.ss-1104.es-1135;Sure;1.00;['Speech', ' Look'];tt1570728-079;tt1570728;scene-079.ss-1104.es-1135.srt;tt1570728_scene_79.mkv;78
1659;1;tt1570728scene-080.ss-1136.es-1153;Sure;0.20;['Speech', ' Look'];tt1570728-080;tt1570728;scene-080.ss-1136.es-1153.srt;tt1570728_scene_80.mkv;79
1660;1;tt1570728scene-081.ss-1154.es-1161;Hard Neg;0.21;['Voice', ' Clothes'];tt1570728-081;tt1570728;scene-081.ss-1154.es-1161.srt;tt1570728_scene_81.mkv;80
1661;1;tt1570728scene-082.ss-1162.es-1204;Sure;0.27;['Type of plan'];tt1570728-082;tt1570728;scene-082.ss-1162.es-1204.srt;tt1570728_scene_82.mkv;81
1662;1;tt1570728scene-083.ss-1205.es-1212;Sure;0.30;['Speech'];tt1570728-083;tt1570728;scene-083.ss-1205.es-1212.srt;tt1570728_scene_83.mkv;82
1663;1;tt1570728scene-084.ss-1213.es-1225;Hard Neg;1.00;['Speech'];tt1570728-084;tt1570728;scene-084.ss-1213.es-1225.srt;tt1570728_scene_84.mkv;83
1664;1;tt1570728scene-085.ss-1226.es-1236;Hard Neg;1.00;['Speech'];tt1570728-085;tt1570728;scene-085.ss-1226.es-1236.srt;tt1570728_scene_85.mkv;84
1665;1;tt1570728scene-086.ss-1237.es-1250;Hard Neg;0.75;['Speech'];tt1570728-086;tt1570728;scene-086.ss-1237.es-1250.srt;tt1570728_scene_86.mkv;85
1666;0;tt1570728scene-087.ss-1251.es-1293;Sure;0.82;['Appearance', ' Activities'];tt1570728-087;tt1570728;scene-087.ss-1251.es-1293.srt;tt1570728_scene_87.mp4;86
1667;1;tt1570728scene-088.ss-1294.es-1324;Not Sure;0.26;['Type of plan', ' Look'];tt1570728-088;tt1570728;scene-088.ss-1294.es-1324.srt;tt1570728_scene_88.mkv;87
1668;1;tt1570728scene-089.ss-1325.es-1334;Easy Neg;0.88;[''];tt1570728-089;tt1570728;scene-089.ss-1325.es-1334.srt;tt1570728_scene_89.mkv;88
1669;1;tt1570728scene-090.ss-1335.es-1352;Hard Neg;0.27;['Activities'];tt1570728-090;tt1570728;scene-090.ss-1335.es-1352.srt;tt1570728_scene_90.mkv;89
1670;0;tt1570728scene-091.ss-1353.es-1357;Not Sure;0.75;['Type of plan', ' Posture', ' Look'];tt1570728-091;tt1570728;scene-091.ss-1353.es-1357.srt;tt1570728_scene_91.mp4;90
1671;1;tt1570728scene-092.ss-1358.es-1367;Not Sure;0.69;['Type of plan', ' Posture', ' Look'];tt1570728-092;tt1570728;scene-092.ss-1358.es-1367.srt;tt1570728_scene_92.mkv;91
1672;1;tt1570728scene-093.ss-1368.es-1370;Not Sure;0.36;['Speech', ' Activities'];tt1570728-093;tt1570728;scene-093.ss-1368.es-1370.srt;tt1570728_scene_93.mkv;92
1673;1;tt1570728scene-094.ss-1371.es-1379;Not Sure;1.00;['Speech', ' Activities'];tt1570728-094;tt1570728;scene-094.ss-1371.es-1379.srt;tt1570728_scene_94.mkv;93
1674;1;tt1570728scene-095.ss-1380.es-1394;Sure;0.29;['Type of plan', ' Body', ' Clothes'];tt1570728-095;tt1570728;scene-095.ss-1380.es-1394.srt;tt1570728_scene_95.mkv;94
1675;1;tt1570728scene-096.ss-1395.es-1445;Not Sure;0.82;['Speech', ' Activities'];tt1570728-096;tt1570728;scene-096.ss-1395.es-1445.srt;tt1570728_scene_96.mkv;95
1676;1;tt1570728scene-097.ss-1446.es-1477;Not Sure;1.00;['Speech', ' Activities'];tt1570728-097;tt1570728;scene-097.ss-1446.es-1477.srt;tt1570728_scene_97.mkv;96
1677;1;tt1570728scene-098.ss-1478.es-1507;Not Sure;1.00;['Speech', ' Activities'];tt1570728-098;tt1570728;scene-098.ss-1478.es-1507.srt;tt1570728_scene_98.mkv;97
1678;1;tt1570728scene-099.ss-1508.es-1526;Not Sure;1.00;['Speech', ' Activities'];tt1570728-099;tt1570728;scene-099.ss-1508.es-1526.srt;tt1570728_scene_99.mkv;98
1679;1;tt1570728scene-100.ss-1527.es-1536;Not Sure;1.00;['Speech', ' Activities'];tt1570728-100;tt1570728;scene-100.ss-1527.es-1536.srt;tt1570728_scene_100.mkv;99
1680;1;tt1570728scene-101.ss-1537.es-1543;Sure;0.73;['Type of plan', ' Speech', ' Look'];tt1570728-101;tt1570728;scene-101.ss-1537.es-1543.srt;tt1570728_scene_101.mkv;100
